Person_ID,Age,Gender,Dominant Emotion,Recent Thought,Dream Type,Hours of Sleep,Meditation Frequency,Screen Time (hrs/day),Music Preference,Brain Activity Level (%),Focus Level (%),Creativity Score (1-10),Anxiety Level (1-10),Happiness Index (1-10),Decision-Making Speed (sec),Daydreaming Frequency,Stress Triggers,AI Interaction Level,Philosophical Thinking (%),Caffeine Consumption (mg/day),Social Interaction Level,Most Active Brain Hemisphere,Sleep Quality,Random_Noise
5440,68,Non-binary,,Work stress,Forgotten,10,Daily,4,Lo-fi,21,97,6,8,5,6,High,Relationships,High,56,-50,Extrovert,Left,Good,827
5729,39,Female,Happy,Creativity burst,Abstract,10,Weekly,6,Rock,24,15,6,1,7,6,Medium,Relationships,Medium,90,100,Extrovert,Balanced,Poor,679
2206,39,Female,Anxious,Creativity burst,Nightmare,4,Weekly,5,Classical,23,98,10,5,8,4,Low,Finance,Medium,61,50,Introvert,Balanced,Poor,546
2931,63,Female,Anxious,Random nostalgia,Nightmare,5,Weekly,3,Classical,55,74,5,3,3,7,Low,Work,High,27,-50,Extrovert,Balanced,Good,673
5275,47,Male,Sad,Random nostalgia,Abstract,5,Never,8,Metal,25,34,10,8,1,14,Medium,Finance,High,88,100,Ambivert,Right,Poor,309
3443,55,Female,Anxious,Creativity burst,Nightmare,10,Weekly,7,Metal,40,10,10,6,7,14,Medium,Relationships,Medium,27,400,Introvert,Balanced,Average,948
8972,55,Female,Happy,Creativity burst,Lucid,7,Weekly,3,Rock,96,41,7,2,,8,Medium,Work,Low,33,0,Extrovert,Balanced,Poor,938
4755,62,Female,Sad,Creativity burst,Nightmare,5,Weekly,6,Classical,45,12,3,7,5,3,Medium,Social Media,Low,32,-50,Introvert,Left,Poor,469
4968,68,Non-binary,Anxious,Focused mode,Abstract,4,Weekly,4,Rock,74,58,4,7,7,7,Medium,Relationships,Medium,21,500,Extrovert,Balanced,Average,663
8040,25,Non-binary,Excited,Random nostalgia,Abstract,5,Daily,5,Metal,58,28,10,5,1,3,Medium,Relationships,Low,32,400,Ambivert,Right,Average,727
9756,44,Male,Anxious,Creativity burst,Lucid,10,Never,5,Metal,52,69,9,8,8,8,Low,Relationships,High,30,50,Ambivert,Balanced,Average,992
9034,44,Male,Angry,Existential crisis,Forgotten,3,Never,7,Lo-fi,33,38,4,5,10,1,Medium,Work,High,73,200,Ambivert,Right,Good,557
6556,51,Non-binary,Happy,Existential crisis,Abstract,9,Daily,5,Rock,75,59,3,1,5,1,Medium,Health,High,81,200,Introvert,Balanced,Average,994
6360,38,Non-binary,Happy,Focused mode,Lucid,5,Daily,3,Rock,100,11,2,9,8,14,Low,Social Media,Medium,43,50,Ambivert,Balanced,Average,676
7308,47,Non-binary,Happy,Focused mode,Nightmare,6,Never,10,Classical,40,82,5,4,10,6,High,Social Media,Medium,11,100,Extrovert,Balanced,Average,741
7758,50,Female,Sad,Work stress,Nightmare,3,Weekly,5,Classical,65,65,4,2,10,10,Medium,Finance,Medium,78,300,Extrovert,Right,Good,788
6191,45,Female,Sad,Work stress,Lucid,7,Weekly,7,Lo-fi,35,26,8,4,5,9,Low,Work,Low,40,50,Extrovert,Left,Poor,889
6685,64,Non-binary,Sad,Work stress,Lucid,6,Never,5,Pop,35,69,7,9,7,12,Low,Relationships,Medium,77,500,Introvert,Right,Good,262
8035,50,Female,Sad,Focused mode,Abstract,4,Weekly,5,Pop,48,45,6,2,10,14,High,Health,Medium,79,-50,Introvert,Left,Poor,431
6519,22,Female,Sad,Focused mode,Nightmare,9,Daily,9,Pop,27,70,2,4,3,4,Medium,Work,High,28,400,Ambivert,Right,Average,763
4157,65,Male,Angry,Focused mode,Lucid,4,Weekly,3,Rock,22,26,3,2,2,6,Medium,Work,Low,81,200,Introvert,Balanced,Good,449
2750,36,Non-binary,Excited,Existential crisis,Nightmare,9,Weekly,6,Rock,38,58,10,5,6,12,Medium,Health,Low,22,0,Extrovert,Balanced,Good,847
1797,21,Non-binary,Sad,Focused mode,Lucid,9,Weekly,1,Metal,85,85,9,3,5,5,Low,Relationships,High,74,200,Extrovert,Left,Poor,769
9718,52,Female,,Existential crisis,Nightmare,4,Never,10,Rock,98,69,9,10,9,12,Medium,Work,Low,15,300,Extrovert,Left,Good,567
6154,66,Non-binary,Excited,Work stress,Forgotten,6,Daily,5,Rock,93,29,5,2,10,1,Medium,Social Media,Medium,80,-50,Introvert,Right,Good,525
8777,34,Male,Happy,Work stress,Abstract,6,Weekly,8,Rock,41,59,3,9,,6,Medium,Social Media,Low,36,200,Extrovert,Right,Poor,426
4576,61,Male,Anxious,Work stress,Nightmare,9,Never,5,Lo-fi,65,12,2,5,3,9,Medium,Health,High,88,300,Ambivert,Left,Good,205
6746,45,Male,Angry,Creativity burst,Forgotten,6,Weekly,9,Rock,32,52,8,10,9,12,High,Relationships,Low,61,-50,Introvert,Left,Good,917
2058,47,Non-binary,Angry,Creativity burst,Nightmare,9,Daily,6,Classical,52,66,6,5,8,3,High,Health,High,57,500,Extrovert,Right,Average,354
4543,46,Non-binary,Sad,Random nostalgia,Nightmare,10,Weekly,8,Classical,24,59,10,1,6,11,High,Work,Medium,88,-50,Extrovert,Left,Average,457
3532,63,Non-binary,Angry,Random nostalgia,Forgotten,9,Daily,10,Metal,96,77,7,6,,3,Medium,Social Media,Medium,77,50,Introvert,Left,Average,543
9679,23,Non-binary,Sad,Random nostalgia,Nightmare,10,Weekly,8,Lo-fi,46,90,1,7,10,14,Medium,Finance,High,53,200,Introvert,Left,Average,212
3219,52,Non-binary,Angry,Creativity burst,Nightmare,3,Daily,3,Classical,97,59,1,1,1,2,Low,Health,Medium,26,100,Ambivert,Left,Average,129
9652,58,Male,Anxious,Creativity burst,Abstract,8,Weekly,7,Lo-fi,43,46,10,9,6,13,Low,Finance,Medium,47,400,Introvert,Balanced,Good,623
2677,54,Female,Anxious,Random nostalgia,Forgotten,3,Daily,7,Lo-fi,86,55,2,8,3,4,Low,Finance,Low,19,100,Extrovert,Balanced,Good,788
5842,41,Male,Angry,Random nostalgia,Forgotten,4,Weekly,10,Metal,82,51,10,8,,10,Medium,Social Media,Medium,63,400,Ambivert,Left,Average,949
5981,46,Non-binary,Anxious,Focused mode,Lucid,8,Weekly,6,Lo-fi,67,24,3,7,,3,High,Health,High,15,200,Extrovert,Right,Poor,145
1353,66,Male,Happy,Random nostalgia,Nightmare,5,Never,7,Rock,82,42,1,5,3,12,High,Finance,Medium,15,500,Extrovert,Balanced,Average,270
1619,63,Non-binary,Sad,Focused mode,Abstract,4,Never,2,Lo-fi,97,89,5,3,10,2,High,Work,Low,61,200,Extrovert,Right,Good,229
7054,48,Non-binary,Excited,Existential crisis,Nightmare,7,Daily,9,Metal,31,20,3,9,6,1,Medium,Relationships,High,24,400,Introvert,Right,Poor,856
2556,52,Male,Sad,Creativity burst,Nightmare,3,Weekly,10,Metal,47,29,1,7,5,3,High,Relationships,Medium,77,500,Introvert,Balanced,Average,452
1366,50,Non-binary,Happy,Random nostalgia,Lucid,6,Daily,10,Metal,63,33,8,10,4,10,Low,Social Media,Medium,66,0,Extrovert,Right,Poor,302
8919,69,Female,Happy,Creativity burst,Nightmare,3,Never,1,Classical,62,73,6,10,8,6,Low,Health,Medium,65,500,Introvert,Right,Average,325
1118,38,Non-binary,Sad,Creativity burst,Abstract,6,Daily,1,Rock,36,89,9,8,2,9,High,Health,High,16,200,Extrovert,Left,Good,179
3413,49,Female,,Creativity burst,Abstract,8,Daily,3,Classical,59,74,3,6,7,11,Low,Relationships,Low,60,0,Introvert,Left,Average,409
5236,40,Female,Angry,Existential crisis,Lucid,7,Never,3,Pop,68,97,9,5,4,5,High,Work,High,67,0,Introvert,Left,Poor,134
3136,50,Non-binary,,Work stress,Nightmare,8,Weekly,1,Rock,76,97,9,8,2,3,High,Relationships,High,73,400,Introvert,Balanced,Good,663
4645,20,Male,Angry,Random nostalgia,Abstract,7,Daily,7,Lo-fi,83,82,1,3,7,14,Low,Relationships,Low,35,0,Ambivert,Left,Average,260
1077,35,Female,Angry,Work stress,Nightmare,3,Never,4,Metal,94,95,3,7,1,5,Low,Health,High,67,0,Introvert,Right,Average,695
2147,42,Male,Sad,Work stress,Nightmare,6,Weekly,10,Pop,76,85,6,2,,5,Low,Finance,High,40,50,Ambivert,Right,Average,939
4786,59,Female,Anxious,Work stress,Nightmare,8,Never,2,Rock,93,26,8,3,9,5,Low,Work,Medium,75,500,Ambivert,Right,Average,534
9722,48,Non-binary,Happy,Creativity burst,Lucid,7,Daily,10,Classical,93,98,4,2,4,12,High,Health,High,22,-50,Ambivert,Right,Good,637
6506,20,Non-binary,Excited,Focused mode,Nightmare,9,Weekly,5,Metal,89,70,5,5,3,12,Low,Relationships,Medium,27,100,Extrovert,Right,Good,324
9007,57,Female,Excited,Creativity burst,Abstract,4,Weekly,6,Classical,95,24,9,7,,7,Low,Finance,High,84,0,Introvert,Balanced,Average,545
7908,63,Non-binary,Sad,Creativity burst,Nightmare,4,Never,9,Rock,62,60,6,10,10,5,Medium,Work,Medium,22,-50,Extrovert,Right,Good,416
4071,41,Female,,Work stress,Abstract,8,Never,4,Rock,42,36,7,10,2,7,Low,Social Media,Medium,33,100,Ambivert,Balanced,Poor,765
7804,67,Non-binary,Excited,Creativity burst,Nightmare,6,Never,2,Pop,46,95,7,1,3,9,Low,Work,Medium,66,-50,Introvert,Right,Good,904
9422,49,Male,Anxious,Work stress,Abstract,9,Weekly,5,Lo-fi,77,83,4,10,1,5,High,Work,Low,38,0,Extrovert,Balanced,Poor,513
5824,64,Non-binary,Happy,Focused mode,Abstract,8,Weekly,3,Classical,56,70,4,9,10,2,High,Relationships,High,65,100,Ambivert,Balanced,Poor,194
5528,39,Male,Angry,Random nostalgia,Nightmare,3,Daily,2,Pop,25,67,4,1,8,5,Medium,Relationships,High,63,200,Extrovert,Right,Good,324
1588,40,Non-binary,Angry,Work stress,Nightmare,7,Weekly,1,Metal,84,40,5,1,1,8,Low,Social Media,High,14,200,Extrovert,Right,Average,878
4671,19,Male,Sad,Focused mode,Abstract,10,Daily,10,Lo-fi,25,100,5,10,3,12,Low,Social Media,Low,44,100,Introvert,Right,Good,652
4993,44,Non-binary,Happy,Random nostalgia,Forgotten,3,Never,2,Pop,69,21,8,8,3,4,Low,Social Media,Medium,28,500,Introvert,Right,Poor,744
5517,59,Male,Anxious,Existential crisis,Lucid,4,Never,6,Classical,41,55,9,6,2,2,Low,Health,High,64,0,Extrovert,Left,Poor,165
3689,19,Female,Happy,Work stress,Forgotten,7,Weekly,8,Rock,44,40,2,6,5,10,Low,Health,Low,86,50,Introvert,Left,Good,496
2103,43,Female,Angry,Work stress,Forgotten,8,Never,3,Metal,98,41,7,9,10,3,Low,Relationships,Low,78,-50,Introvert,Balanced,Poor,309
9394,34,Male,,Existential crisis,Nightmare,3,Never,9,Classical,91,41,1,4,3,9,Medium,Relationships,High,53,500,Extrovert,Balanced,Good,573
8939,57,Non-binary,Excited,Existential crisis,Lucid,5,Weekly,9,Lo-fi,70,62,1,8,3,9,Low,Social Media,Medium,87,100,Introvert,Left,Good,764
3241,50,Male,Sad,Work stress,Forgotten,10,Daily,2,Lo-fi,67,70,4,4,8,8,Low,Health,Low,47,500,Introvert,Balanced,Average,783
5734,26,Non-binary,Excited,Existential crisis,Nightmare,6,Weekly,8,Rock,89,55,10,2,4,8,Low,Finance,High,71,-50,Ambivert,Right,Poor,936
4776,60,Female,Happy,Creativity burst,Forgotten,9,Daily,10,Rock,84,94,7,8,4,8,Medium,Health,Medium,31,300,Introvert,Balanced,Good,670
7127,65,Non-binary,Happy,Random nostalgia,Forgotten,9,Weekly,5,Metal,79,83,2,7,3,8,Low,Relationships,Low,82,50,Ambivert,Balanced,Poor,795
8975,56,Female,Anxious,Random nostalgia,Nightmare,6,Weekly,4,Metal,65,89,2,4,1,8,Medium,Health,Low,49,-50,Extrovert,Balanced,Good,589
5584,46,Non-binary,Sad,Random nostalgia,Nightmare,5,Never,10,Rock,55,16,1,9,8,1,High,Relationships,High,35,300,Ambivert,Left,Good,279
8954,59,Non-binary,Sad,Creativity burst,Nightmare,4,Weekly,5,Rock,77,13,10,9,1,6,Low,Social Media,High,14,-50,Extrovert,Left,Average,933
7326,43,Non-binary,Angry,Existential crisis,Lucid,7,Weekly,4,Lo-fi,95,100,2,8,,12,Medium,Social Media,Medium,63,-50,Introvert,Balanced,Good,935
1030,52,Male,Happy,Focused mode,Forgotten,6,Daily,8,Rock,57,61,7,1,5,9,High,Social Media,High,58,100,Introvert,Right,Average,623
7083,67,Male,Sad,Existential crisis,Nightmare,5,Never,4,Pop,30,98,9,7,,8,Medium,Finance,High,12,0,Ambivert,Balanced,Poor,558
7669,42,Female,Angry,Work stress,Abstract,8,Daily,10,Classical,31,40,6,5,4,3,Medium,Finance,Medium,47,500,Extrovert,Left,Average,167
5150,41,Female,Anxious,Random nostalgia,Forgotten,10,Daily,6,Rock,61,84,10,7,8,11,High,Relationships,High,23,500,Introvert,Right,Average,428
2027,30,Male,Anxious,Existential crisis,Abstract,9,Never,2,Metal,58,93,2,9,6,1,Low,Work,Medium,56,300,Ambivert,Balanced,Poor,301
5857,24,Female,Sad,Focused mode,Lucid,10,Never,5,Pop,90,45,10,2,1,2,Low,Finance,Medium,23,500,Ambivert,Left,Average,574
3289,53,Male,Angry,Work stress,Nightmare,5,Never,6,Metal,30,63,10,4,10,11,Medium,Relationships,Medium,84,100,Ambivert,Right,Average,617
3612,62,Non-binary,Happy,Creativity burst,Abstract,10,Weekly,5,Pop,55,63,9,4,8,2,High,Health,High,82,50,Introvert,Balanced,Good,114
4531,37,Female,Happy,Creativity burst,Lucid,4,Never,2,Rock,71,26,7,2,2,7,Low,Social Media,Medium,47,0,Extrovert,Left,Average,141
2338,18,Female,Anxious,Focused mode,Nightmare,4,Never,7,Classical,50,84,1,3,6,12,Medium,Social Media,High,73,300,Introvert,Right,Good,642
4610,25,Male,Sad,Work stress,Abstract,3,Never,4,Metal,52,39,9,8,9,6,High,Social Media,Medium,53,500,Introvert,Balanced,Average,792
9059,63,Female,Happy,Random nostalgia,Abstract,6,Daily,8,Pop,32,31,2,9,1,11,Medium,Relationships,High,79,100,Extrovert,Right,Poor,873
1155,33,Female,Anxious,Existential crisis,Lucid,3,Daily,7,Lo-fi,37,52,4,6,6,2,High,Social Media,Medium,74,0,Ambivert,Right,Poor,388
2813,31,Non-binary,Anxious,Work stress,Nightmare,10,Weekly,7,Rock,60,36,9,10,8,8,Low,Finance,Low,34,0,Introvert,Right,Average,632
1237,29,Female,Anxious,Creativity burst,Nightmare,9,Daily,9,Classical,77,46,4,2,10,9,Low,Health,Low,25,200,Ambivert,Left,Good,991
3317,68,Non-binary,Sad,Focused mode,Abstract,5,Weekly,1,Rock,75,55,3,2,2,7,Medium,Social Media,Low,24,0,Ambivert,Balanced,Average,793
1603,40,Male,Sad,Focused mode,Abstract,7,Daily,10,Lo-fi,43,44,1,7,5,4,Low,Relationships,Medium,90,-50,Extrovert,Right,Good,795
3551,32,Female,Sad,Existential crisis,Abstract,10,Never,6,Classical,92,13,7,8,6,13,Low,Health,High,12,100,Extrovert,Right,Average,343
5808,45,Non-binary,Happy,Focused mode,Nightmare,7,Daily,6,Lo-fi,50,89,6,8,5,13,High,Social Media,Medium,76,50,Extrovert,Right,Poor,961
5792,51,Male,Anxious,Focused mode,Lucid,4,Weekly,6,Rock,74,89,10,6,3,1,Low,Work,Medium,46,400,Ambivert,Left,Poor,760
2914,19,Female,Excited,Work stress,Lucid,7,Daily,6,Pop,29,94,4,10,4,4,High,Social Media,Medium,90,200,Ambivert,Right,Good,867
4683,49,Male,Anxious,Random nostalgia,Nightmare,7,Never,10,Rock,79,35,6,8,7,4,High,Finance,Medium,64,100,Introvert,Left,Average,711
3185,40,Female,Anxious,Existential crisis,Forgotten,9,Weekly,7,Rock,21,28,6,1,4,8,Medium,Health,High,47,100,Ambivert,Left,Good,666
2026,39,Male,Angry,Work stress,Lucid,7,Never,10,Rock,34,90,4,9,9,4,High,Finance,Medium,72,100,Extrovert,Right,Poor,797
9582,68,Male,Anxious,Random nostalgia,Abstract,10,Never,6,Metal,22,54,6,1,10,4,Low,Work,Low,10,300,Extrovert,Right,Good,931
4478,42,Non-binary,Sad,Work stress,Forgotten,5,Weekly,1,Lo-fi,62,35,10,3,2,13,High,Work,Low,80,500,Extrovert,Left,Average,697
3253,39,Male,Angry,Work stress,Forgotten,7,Never,3,Lo-fi,50,31,8,9,5,2,High,Finance,Low,28,300,Extrovert,Left,Good,273
5817,39,Female,Angry,Focused mode,Lucid,8,Never,2,Lo-fi,89,67,3,5,8,12,Medium,Health,Medium,61,-50,Ambivert,Right,Average,633
6106,66,Female,Happy,Random nostalgia,Forgotten,7,Daily,6,Metal,86,72,4,9,5,10,Low,Work,High,39,50,Extrovert,Left,Average,608
6376,69,Non-binary,Sad,Existential crisis,Forgotten,7,Never,8,Pop,75,37,10,9,10,7,Low,Work,High,64,-50,Introvert,Left,Poor,343
2938,59,Female,,Existential crisis,Lucid,3,Never,3,Rock,82,74,1,6,8,4,Low,Social Media,High,23,100,Ambivert,Right,Average,159
1766,23,Female,Sad,Random nostalgia,Lucid,5,Never,10,Pop,94,53,4,1,8,11,High,Relationships,Medium,22,500,Extrovert,Right,Average,203
2809,32,Female,Happy,Focused mode,Forgotten,10,Never,8,Metal,34,52,10,10,9,6,Low,Work,High,36,-50,Introvert,Balanced,Average,750
9877,60,Male,Angry,Creativity burst,Abstract,4,Weekly,8,Lo-fi,29,46,10,7,10,3,Low,Health,Low,18,300,Extrovert,Right,Good,402
8903,54,Male,Anxious,Work stress,Nightmare,3,Daily,5,Rock,57,75,9,6,6,7,High,Health,High,50,300,Ambivert,Right,Poor,770
4197,50,Female,Angry,Focused mode,Forgotten,10,Never,8,Classical,66,26,8,9,4,6,Medium,Social Media,Medium,57,300,Ambivert,Right,Good,843
1534,25,Non-binary,Anxious,Random nostalgia,Forgotten,6,Never,6,Classical,76,49,4,7,3,3,Medium,Health,Medium,21,50,Introvert,Balanced,Good,176
3077,61,Male,Happy,Work stress,Abstract,5,Weekly,5,Pop,69,47,7,4,5,4,High,Social Media,High,19,50,Ambivert,Left,Poor,117
3973,61,Non-binary,Anxious,Existential crisis,Forgotten,8,Never,9,Lo-fi,90,94,10,7,6,10,Medium,Work,Medium,15,100,Introvert,Right,Good,633
9984,22,Female,Sad,Creativity burst,Forgotten,5,Weekly,7,Classical,34,70,3,2,3,14,Medium,Work,High,43,200,Extrovert,Right,Good,283
5494,56,Female,Excited,Existential crisis,Nightmare,6,Daily,8,Pop,37,18,9,6,2,5,Medium,Work,High,61,-50,Ambivert,Balanced,Average,756
9293,21,Male,Anxious,Random nostalgia,Nightmare,6,Daily,1,Metal,21,86,10,6,7,9,Low,Work,Low,50,100,Extrovert,Balanced,Good,649
9401,23,Female,Happy,Work stress,Nightmare,6,Never,2,Pop,62,84,4,2,,14,Medium,Relationships,Medium,15,300,Extrovert,Balanced,Poor,380
1200,62,Male,Happy,Random nostalgia,Lucid,9,Never,8,Pop,45,70,2,4,9,6,Low,Relationships,Low,11,400,Ambivert,Left,Good,387
6967,49,Female,Happy,Work stress,Lucid,4,Never,9,Pop,90,89,10,8,3,13,Medium,Work,Medium,24,-50,Extrovert,Balanced,Average,754
3844,69,Female,Sad,Focused mode,Nightmare,7,Weekly,4,Rock,57,25,5,8,8,4,Low,Health,High,26,500,Introvert,Left,Good,624
1171,47,Male,Sad,Creativity burst,Nightmare,5,Never,10,Pop,61,11,2,8,,11,High,Social Media,Medium,25,300,Introvert,Right,Poor,797
6186,64,Male,Anxious,Focused mode,Lucid,10,Never,10,Pop,24,81,10,8,4,11,High,Finance,High,37,0,Introvert,Right,Average,573
1141,52,Male,Angry,Focused mode,Abstract,9,Daily,9,Rock,30,52,6,1,9,7,Medium,Social Media,Medium,81,400,Ambivert,Right,Good,366
1813,57,Female,Sad,Random nostalgia,Forgotten,10,Never,4,Rock,84,51,10,2,5,2,Low,Finance,Low,19,400,Extrovert,Balanced,Poor,880
3276,69,Female,Happy,Creativity burst,Forgotten,7,Daily,10,Metal,53,86,1,4,10,4,High,Finance,Low,19,500,Extrovert,Right,Poor,708
9691,33,Non-binary,Happy,Work stress,Nightmare,7,Never,10,Lo-fi,20,66,6,9,6,5,High,Work,High,19,100,Extrovert,Balanced,Good,456
9755,30,Male,Excited,Work stress,Abstract,8,Daily,10,Classical,21,90,4,3,9,4,High,Finance,Low,82,300,Extrovert,Left,Good,905
1193,67,Female,Sad,Existential crisis,Lucid,6,Never,9,Classical,39,97,3,6,,4,High,Work,High,37,300,Introvert,Right,Average,100
7434,59,Female,Anxious,Work stress,Nightmare,4,Daily,7,Pop,80,76,2,7,5,11,Medium,Relationships,High,33,200,Ambivert,Left,Good,906
6578,47,Male,Excited,Random nostalgia,Abstract,8,Weekly,2,Metal,40,39,7,8,2,13,Low,Health,High,28,0,Introvert,Balanced,Average,126
4668,36,Non-binary,Anxious,Focused mode,Abstract,3,Daily,9,Pop,87,22,9,7,4,9,High,Finance,Medium,77,100,Introvert,Balanced,Good,647
6099,34,Male,Excited,Focused mode,Abstract,9,Daily,4,Classical,31,28,3,3,2,14,Medium,Health,High,65,50,Ambivert,Right,Poor,259
9418,36,Non-binary,Sad,Focused mode,Lucid,9,Daily,8,Rock,41,16,6,6,3,11,High,Work,Low,76,100,Ambivert,Right,Poor,498
7796,45,Female,,Creativity burst,Lucid,4,Never,7,Lo-fi,39,18,9,5,10,13,High,Finance,Medium,51,-50,Introvert,Balanced,Poor,642
1986,43,Non-binary,Happy,Work stress,Forgotten,7,Never,7,Metal,20,92,2,10,3,2,High,Social Media,Low,21,-50,Extrovert,Right,Poor,226
8865,54,Female,Happy,Random nostalgia,Forgotten,10,Never,8,Rock,49,63,7,4,4,6,High,Relationships,High,27,400,Ambivert,Right,Average,873
2954,43,Male,Anxious,Creativity burst,Abstract,9,Weekly,1,Lo-fi,43,95,5,1,6,14,Medium,Relationships,High,32,100,Ambivert,Left,Poor,956
8750,40,Male,,Existential crisis,Abstract,4,Weekly,5,Metal,33,91,5,7,3,8,Low,Finance,Low,15,200,Introvert,Balanced,Average,309
1235,26,Male,Excited,Random nostalgia,Lucid,9,Daily,2,Metal,55,70,7,8,10,8,Medium,Relationships,Medium,62,100,Extrovert,Left,Average,249
5923,29,Non-binary,Happy,Random nostalgia,Forgotten,9,Weekly,2,Classical,88,96,9,2,1,11,Medium,Social Media,Low,51,200,Ambivert,Right,Average,130
7984,18,Female,Sad,Random nostalgia,Abstract,6,Daily,1,Rock,94,11,4,7,1,7,Medium,Health,High,75,400,Introvert,Left,Good,711
3400,18,Male,,Focused mode,Forgotten,3,Daily,5,Metal,43,59,9,6,9,10,High,Social Media,Medium,39,200,Ambivert,Balanced,Average,940
8313,64,Male,Sad,Random nostalgia,Forgotten,6,Daily,2,Metal,79,84,10,5,9,11,Low,Relationships,High,18,500,Extrovert,Left,Good,401
7419,51,Female,Anxious,Work stress,Abstract,3,Weekly,4,Lo-fi,74,40,9,4,5,4,High,Health,High,51,500,Introvert,Left,Average,964
3687,49,Male,Excited,Random nostalgia,Lucid,9,Never,3,Classical,96,42,4,2,9,7,Medium,Social Media,Low,43,-50,Introvert,Right,Good,830
7956,65,Female,Angry,Focused mode,Abstract,8,Weekly,3,Pop,99,87,3,10,7,13,High,Work,High,49,300,Extrovert,Balanced,Good,864
1188,42,Female,Sad,Random nostalgia,Abstract,10,Daily,2,Classical,43,89,2,6,9,10,Low,Work,Low,26,50,Introvert,Right,Poor,782
4151,57,Female,Angry,Existential crisis,Forgotten,7,Daily,6,Pop,96,20,9,5,7,6,Low,Health,Medium,38,400,Extrovert,Right,Average,356
7303,62,Female,Sad,Existential crisis,Abstract,9,Weekly,2,Rock,43,42,2,2,9,11,High,Health,High,59,-50,Introvert,Balanced,Good,156
8311,18,Female,Excited,Focused mode,Lucid,3,Daily,8,Rock,73,16,6,10,2,6,Medium,Health,High,85,200,Extrovert,Left,Poor,108
9206,33,Non-binary,Angry,Work stress,Abstract,3,Daily,8,Metal,45,40,5,7,8,2,High,Work,Medium,58,0,Ambivert,Right,Average,104
7819,56,Male,Excited,Work stress,Lucid,3,Weekly,5,Rock,85,57,5,6,7,8,Medium,Social Media,Low,82,400,Ambivert,Left,Poor,946
1410,22,Non-binary,Happy,Creativity burst,Lucid,9,Weekly,10,Metal,99,56,4,9,6,8,Low,Health,High,70,0,Ambivert,Balanced,Good,213
8498,39,Male,,Focused mode,Forgotten,4,Weekly,7,Classical,57,87,6,10,5,14,High,Work,Medium,55,50,Introvert,Right,Poor,876
6085,46,Non-binary,Angry,Random nostalgia,Nightmare,8,Daily,4,Rock,84,62,5,5,4,11,Low,Health,High,55,200,Extrovert,Left,Poor,784
2342,20,Female,Happy,Focused mode,Nightmare,4,Daily,1,Classical,94,89,4,9,7,7,Medium,Health,Low,26,400,Extrovert,Left,Average,831
2538,29,Male,Happy,Creativity burst,Forgotten,7,Never,2,Classical,70,28,9,9,3,11,Medium,Health,Low,75,400,Ambivert,Right,Good,304
1216,43,Male,Anxious,Focused mode,Abstract,9,Never,10,Rock,54,90,6,1,8,9,High,Work,Low,14,50,Ambivert,Balanced,Average,123
1622,33,Non-binary,Anxious,Focused mode,Forgotten,3,Weekly,10,Classical,62,99,10,5,2,8,High,Social Media,Low,63,300,Ambivert,Left,Average,592
2057,68,Non-binary,Excited,Creativity burst,Lucid,8,Never,4,Rock,48,15,10,9,1,14,High,Work,Medium,25,0,Extrovert,Balanced,Poor,781
6582,54,Male,Happy,Work stress,Nightmare,8,Daily,1,Rock,56,58,10,7,2,9,Low,Work,High,90,400,Ambivert,Right,Good,505
7571,39,Non-binary,Happy,Random nostalgia,Forgotten,5,Never,8,Rock,100,82,3,6,9,9,Medium,Health,Medium,16,100,Introvert,Left,Average,202
3754,46,Non-binary,Angry,Creativity burst,Abstract,7,Daily,9,Pop,77,59,10,6,5,6,Medium,Finance,Low,17,0,Ambivert,Left,Good,159
9446,31,Non-binary,Sad,Existential crisis,Forgotten,10,Weekly,4,Classical,73,90,6,7,8,2,Low,Finance,Low,81,-50,Ambivert,Left,Average,185
6767,45,Female,Angry,Work stress,Nightmare,10,Weekly,10,Lo-fi,58,21,1,1,3,12,High,Finance,Low,47,200,Extrovert,Balanced,Poor,866
7426,22,Female,,Existential crisis,Forgotten,8,Daily,3,Rock,61,32,5,4,7,7,High,Work,Low,63,50,Introvert,Left,Average,776
3787,64,Non-binary,,Work stress,Forgotten,9,Never,2,Classical,47,63,10,1,2,3,Low,Health,High,85,-50,Extrovert,Left,Average,471
7209,66,Non-binary,,Random nostalgia,Nightmare,3,Weekly,5,Metal,48,78,6,6,8,13,Medium,Finance,Low,24,0,Introvert,Right,Average,778
8517,47,Female,Anxious,Random nostalgia,Lucid,3,Weekly,3,Rock,62,68,8,4,7,7,Medium,Relationships,High,59,100,Introvert,Left,Good,695
9629,63,Female,Sad,Focused mode,Lucid,8,Never,10,Rock,22,45,9,1,5,9,Medium,Relationships,Low,65,500,Ambivert,Balanced,Poor,301
7439,69,Male,Angry,Existential crisis,Nightmare,4,Never,7,Lo-fi,29,12,3,9,4,10,Medium,Relationships,High,18,100,Ambivert,Right,Good,701
2045,22,Male,Angry,Work stress,Forgotten,7,Daily,6,Pop,78,67,2,4,1,14,Low,Social Media,High,17,-50,Extrovert,Right,Average,188
3410,29,Female,Excited,Random nostalgia,Nightmare,3,Never,1,Pop,33,97,4,6,5,10,Medium,Health,Low,28,50,Extrovert,Left,Poor,536
1822,33,Non-binary,Happy,Creativity burst,Lucid,8,Never,8,Rock,95,64,8,7,9,2,Low,Work,Medium,60,-50,Extrovert,Right,Good,219
